worklog_id,employee_id,date,project_id,hours_logged,task_category,description
WL00248,EMP002,2026-06-11,PRJ002,3.6,Support,Helping team member with database migrations
WL00249,EMP003,2026-06-11,PRJ002,5.7,Development,Refactoring API response serialization
WL00250,EMP003,2026-06-11,PRJ005,2.1,Development,Writing unit tests and bug fixes
WL00251,EMP004,2026-06-11,PRJ004,7.300000000000001,Support,Investigating production server outage logs
WL00252,EMP004,2026-06-11,PRJ_INTERNAL,1.0,Support,Helping team member with database migrations
WL00253,EMP005,2026-06-11,PRJ005,5.2,Meetings,1-on-1 career development meeting
WL00254,EMP005,2026-06-11,PRJ003,2.7,Development,Debugging SQL slow queries
WL00255,EMP007,2026-06-11,PRJ002,6.0,Design,Creating high-fidelity mobile app mockups
WL00256,EMP007,2026-06-11,PRJ_INTERNAL,2.9,Design,Designing user profile wireframes
WL00257,EMP008,2026-06-11,PRJ003,4.9,Meetings,1-on-1 career development meeting
WL00258,EMP008,2026-06-11,PRJ_INTERNAL,3.2,Meetings,Client demo and feedback session
WL00259,EMP010,2026-06-11,PRJ002,5.2,Meetings,1-on-1 career development meeting
WL00260,EMP010,2026-06-11,PRJ_INTERNAL,2.5,Meetings,Sprint planning and story pointing
WL00261,EMP011,2026-06-11,PRJ002,5.1,Design,Creating high-fidelity mobile app mockups
WL00262,EMP011,2026-06-11,PRJ_INTERNAL,3.1,Meetings,Monthly company sync
WL00263,EMP012,2026-06-11,PRJ005,6.6,Meetings,Client demo and feedback session
WL00264,EMP012,2026-06-11,PRJ004,2.8,Development,Writing unit tests and bug fixes
WL00265,EMP013,2026-06-11,PRJ002,4.1,Research,Benchmarking LLM model inference speeds
WL00266,EMP013,2026-06-11,PRJ004,5.0,Research,Reviewing security compliance specifications
WL00267,EMP001,2026-06-12,PRJ004,6.7,Meetings,Monthly company sync
WL00268,EMP001,2026-06-12,PRJ005,2.5,Meetings,Monthly company sync
WL00269,EMP002,2026-06-12,PRJ004,4.9,Development,Writing unit tests and bug fixes
WL00270,EMP002,2026-06-12,PRJ002,3.9,Development,Optimizing Docker container builds
WL00271,EMP003,2026-06-12,PRJ002,6.2,Development,Optimizing Docker container builds
WL00272,EMP003,2026-06-12,PRJ005,1.8,Support,Investigating production server outage logs
WL00273,EMP004,2026-06-12,PRJ004,5.7,Support,Helping team member with database migrations
WL00274,EMP004,2026-06-12,PRJ_INTERNAL,1.9,Admin,System configuration updates
WL00275,EMP005,2026-06-12,PRJ005,6.0,Development,Debugging SQL slow queries
WL00276,EMP005,2026-06-12,PRJ003,2.8,Meetings,Daily team standup and sprint alignment
WL00277,EMP006,2026-06-12,PRJ002,4.5,Meetings,Monthly company sync
WL00278,EMP006,2026-06-12,PRJ004,3.8,Meetings,Monthly company sync
WL00279,EMP007,2026-06-12,PRJ002,4.8,Design,Reviewing accessibility contrast and typography
WL00280,EMP007,2026-06-12,PRJ_INTERNAL,2.8,Design,Designing user profile wireframes
WL00281,EMP008,2026-06-12,PRJ003,5.3,Admin,Timesheet submission and email cleanup
WL00282,EMP008,2026-06-12,PRJ_INTERNAL,3.4,Meetings,Daily team standup and sprint alignment
WL00283,EMP009,2026-06-12,PRJ004,7.6,Support,Helping team member with database migrations
WL00284,EMP009,2026-06-12,PRJ_INTERNAL,1.3,Support,Writing developer integration guide
WL00285,EMP011,2026-06-12,PRJ002,4.9,Design,Conducting user research interviews
WL00286,EMP011,2026-06-12,PRJ_INTERNAL,3.0,Design,Designing user profile wireframes
WL00287,EMP012,2026-06-12,PRJ005,5.5,Development,Refactoring API response serialization
WL00288,EMP012,2026-06-12,PRJ004,2.3,Development,Debugging SQL slow queries
WL00289,EMP013,2026-06-12,PRJ002,4.6,Meetings,Client demo and feedback session
WL00290,EMP013,2026-06-12,PRJ004,4.4,Admin,System configuration updates
WL00291,EMP001,2026-06-15,PRJ004,6.5,Development,Integrating databases with Redis caching
WL00292,EMP001,2026-06-15,PRJ005,2.3,Development,Implementing OAuth2 authorization endpoints
WL00293,EMP002,2026-06-15,PRJ004,4.8,Development,Integrating databases with Redis caching
WL00294,EMP002,2026-06-15,PRJ002,4.1,Research,Evaluating frontend state management libraries
WL00295,EMP003,2026-06-15,PRJ002,5.9,Meetings,Sprint planning and story pointing
WL00296,EMP003,2026-06-15,PRJ005,3.3,Development,Refactoring API response serialization
WL00297,EMP004,2026-06-15,PRJ004,7.0,Admin,System configuration updates
WL00298,EMP004,2026-06-15,PRJ_INTERNAL,1.5,Support,Resolving customer escalated ticket on login issue
WL00299,EMP005,2026-06-15,PRJ005,5.6,Development,Debugging SQL slow queries
WL00300,EMP005,2026-06-15,PRJ003,2.2,Development,Debugging SQL slow queries
WL00301,EMP006,2026-06-15,PRJ002,4.3,Admin,System configuration updates
WL00302,EMP006,2026-06-15,PRJ004,4.1,Admin,System configuration updates
WL00303,EMP007,2026-06-15,PRJ002,6.3,Meetings,1-on-1 career development meeting
WL00304,EMP007,2026-06-15,PRJ_INTERNAL,2.5,Design,Reviewing accessibility contrast and typography
WL00305,EMP008,2026-06-15,PRJ003,4.3,Support,Investigating production server outage logs
WL00306,EMP008,2026-06-15,PRJ_INTERNAL,3.3,Meetings,Daily team standup and sprint alignment
WL00307,EMP009,2026-06-15,PRJ004,7.0,Admin,Reviewing compliance documents
WL00308,EMP009,2026-06-15,PRJ_INTERNAL,1.7,Support,Resolving customer escalated ticket on login issue
WL00309,EMP010,2026-06-15,PRJ002,5.5,Design,Conducting user research interviews
WL00310,EMP010,2026-06-15,PRJ_INTERNAL,2.1,Research,Researching Vector DB options for RAG pipeline
WL00311,EMP011,2026-06-15,PRJ002,6.0,Research,Evaluating frontend state management libraries
WL00312,EMP011,2026-06-15,PRJ_INTERNAL,2.9,Design,Conducting user research interviews
WL00313,EMP012,2026-06-15,PRJ005,6.8,Research,Benchmarking LLM model inference speeds
WL00314,EMP012,2026-06-15,PRJ004,1.9,Development,Writing unit tests and bug fixes
WL00315,EMP013,2026-06-15,PRJ002,4.7,Research,Evaluating frontend state management libraries
WL00316,EMP013,2026-06-15,PRJ004,4.2,Meetings,1-on-1 career development meeting
WL00317,EMP001,2026-06-16,PRJ004,6.1,Meetings,Client demo and feedback session
WL00318,EMP001,2026-06-16,PRJ005,3.3,Development,Debugging SQL slow queries
WL00319,EMP003,2026-06-16,PRJ002,6.7,Meetings,1-on-1 career development meeting
WL00320,EMP003,2026-06-16,PRJ005,2.4,Development,Debugging SQL slow queries
WL00321,EMP004,2026-06-16,PRJ004,6.1,Admin,System configuration updates
WL00322,EMP004,2026-06-16,PRJ_INTERNAL,2.0,Admin,Documenting team onboarding guidelines
WL00323,EMP005,2026-06-16,PRJ005,6.0,Research,Researching Vector DB options for RAG pipeline
WL00324,EMP005,2026-06-16,PRJ003,2.1,Meetings,1-on-1 career development meeting
WL00325,EMP006,2026-06-16,PRJ002,4.4,Research,Evaluating frontend state management libraries
WL00326,EMP006,2026-06-16,PRJ004,3.5,Research,Researching Vector DB options for RAG pipeline
WL00327,EMP007,2026-06-16,PRJ002,5.8,Meetings,Client demo and feedback session
WL00328,EMP007,2026-06-16,PRJ_INTERNAL,2.9,Design,Iterating on Figma design system components
WL00329,EMP008,2026-06-16,PRJ003,5.9,Admin,Documenting team onboarding guidelines
WL00330,EMP008,2026-06-16,PRJ_INTERNAL,3.3,Admin,System configuration updates
WL00331,EMP009,2026-06-16,PRJ004,6.4,Support,Resolving customer escalated ticket on login issue
WL00332,EMP009,2026-06-16,PRJ_INTERNAL,1.4,Admin,Reviewing compliance documents
WL00333,EMP010,2026-06-16,PRJ002,6.9,Meetings,1-on-1 career development meeting
WL00334,EMP010,2026-06-16,PRJ_INTERNAL,2.5,Research,Benchmarking LLM model inference speeds
WL00335,EMP011,2026-06-16,PRJ002,7.3,Design,Creating high-fidelity mobile app mockups
WL00336,EMP011,2026-06-16,PRJ_INTERNAL,2.0,Design,Iterating on Figma design system components
WL00337,EMP012,2026-06-16,PRJ005,5.2,Development,Optimizing Docker container builds
WL00338,EMP012,2026-06-16,PRJ004,2.4,Development,Integrating databases with Redis caching
WL00339,EMP001,2026-06-17,PRJ004,5.1,Meetings,Monthly company sync
WL00340,EMP001,2026-06-17,PRJ005,2.6,Research,Evaluating frontend state management libraries
WL00341,EMP002,2026-06-17,PRJ004,5.1,Research,Reviewing security compliance specifications
WL00342,EMP002,2026-06-17,PRJ002,4.1,Development,Writing unit tests and bug fixes
WL00343,EMP004,2026-06-17,PRJ004,7.2,Meetings,Client demo and feedback session
WL00344,EMP004,2026-06-17,PRJ_INTERNAL,2.2,Support,Helping team member with database migrations
WL00345,EMP005,2026-06-17,PRJ005,5.8,Research,Reviewing security compliance specifications
WL00346,EMP005,2026-06-17,PRJ003,2.5,Development,Integrating databases with Redis caching
WL00347,EMP006,2026-06-17,PRJ002,4.1,Meetings,Client demo and feedback session
WL00348,EMP006,2026-06-17,PRJ004,3.9,Meetings,Monthly company sync
WL00349,EMP007,2026-06-17,PRJ002,6.3,Design,Conducting user research interviews
WL00350,EMP007,2026-06-17,PRJ_INTERNAL,2.5,Design,Reviewing accessibility contrast and typography
WL00351,EMP008,2026-06-17,PRJ003,4.9,Support,Investigating production server outage logs
WL00352,EMP008,2026-06-17,PRJ_INTERNAL,2.6,Meetings,Monthly company sync
WL00353,EMP009,2026-06-17,PRJ004,6.1,Support,Investigating production server outage logs
WL00354,EMP009,2026-06-17,PRJ_INTERNAL,1.5,Meetings,Monthly company sync
WL00355,EMP010,2026-06-17,PRJ002,6.7,Meetings,Client demo and feedback session
WL00356,EMP010,2026-06-17,PRJ_INTERNAL,2.1,Research,Reviewing security compliance specifications
WL00357,EMP011,2026-06-17,PRJ002,6.1,Research,Researching Vector DB options for RAG pipeline
WL00358,EMP011,2026-06-17,PRJ_INTERNAL,2.8,Design,Designing user profile wireframes
WL00359,EMP012,2026-06-17,PRJ005,7.6,Development,Optimizing Docker container builds
WL00360,EMP012,2026-06-17,PRJ004,1.8,Development,Writing unit tests and bug fixes
WL00361,EMP013,2026-06-17,PRJ002,4.9,Meetings,Monthly company sync
WL00362,EMP013,2026-06-17,PRJ004,4.3,Meetings,Monthly company sync
WL00363,EMP001,2026-06-18,PRJ004,6.2,Development,Refactoring API response serialization
WL00364,EMP001,2026-06-18,PRJ005,3.2,Development,Integrating databases with Redis caching
WL00365,EMP002,2026-06-18,PRJ004,4.2,Development,Integrating databases with Redis caching
WL00366,EMP002,2026-06-18,PRJ002,3.5,Meetings,Sprint planning and story pointing
WL00367,EMP003,2026-06-18,PRJ002,5.9,Development,Integrating databases with Redis caching
WL00368,EMP003,2026-06-18,PRJ005,2.3,Meetings,Client demo and feedback session
WL00369,EMP004,2026-06-18,PRJ004,6.0,Admin,System configuration updates
WL00370,EMP004,2026-06-18,PRJ_INTERNAL,1.6,Meetings,Client demo and feedback session
WL00371,EMP005,2026-06-18,PRJ005,6.5,Development,Optimizing Docker container builds
WL00372,EMP005,2026-06-18,PRJ003,2.3,Research,Evaluating frontend state management libraries
WL00373,EMP007,2026-06-18,PRJ002,5.5,Design,Conducting user research interviews
WL00374,EMP007,2026-06-18,PRJ_INTERNAL,2.1,Design,Reviewing accessibility contrast and typography
WL00375,EMP008,2026-06-18,PRJ003,4.9,Admin,Reviewing compliance documents
WL00376,EMP008,2026-06-18,PRJ_INTERNAL,3.3,Admin,System configuration updates
WL00377,EMP009,2026-06-18,PRJ004,7.2,Support,Resolving customer escalated ticket on login issue
WL00378,EMP009,2026-06-18,PRJ_INTERNAL,2.2,Support,Writing developer integration guide
WL00379,EMP011,2026-06-18,PRJ002,5.3,Research,Benchmarking LLM model inference speeds
WL00380,EMP011,2026-06-18,PRJ_INTERNAL,3.1,Design,Creating high-fidelity mobile app mockups
WL00381,EMP012,2026-06-18,PRJ005,5.3,Meetings,Daily team standup and sprint alignment
WL00382,EMP012,2026-06-18,PRJ004,2.5,Research,Benchmarking LLM model inference speeds
WL00383,EMP013,2026-06-18,PRJ002,4.6,Admin,Timesheet submission and email cleanup
WL00384,EMP013,2026-06-18,PRJ004,4.0,Research,Evaluating frontend state management libraries
WL00385,EMP001,2026-06-19,PRJ004,6.7,Research,Evaluating frontend state management libraries
WL00386,EMP001,2026-06-19,PRJ005,2.8,Research,Researching Vector DB options for RAG pipeline
WL00387,EMP002,2026-06-19,PRJ004,5.0,Development,Optimizing Docker container builds
WL00388,EMP002,2026-06-19,PRJ002,4.1,Research,Researching Vector DB options for RAG pipeline
WL00389,EMP003,2026-06-19,PRJ002,5.9,Development,Optimizing Docker container builds
WL00390,EMP003,2026-06-19,PRJ005,2.4,Development,Implementing OAuth2 authorization endpoints
WL00391,EMP004,2026-06-19,PRJ004,7.0,Support,Resolving customer escalated ticket on login issue
WL00392,EMP004,2026-06-19,PRJ_INTERNAL,1.5,Meetings,Sprint planning and story pointing
WL00393,EMP005,2026-06-19,PRJ005,5.1,Development,Refactoring API response serialization
WL00394,EMP005,2026-06-19,PRJ003,2.6,Development,Debugging SQL slow queries
WL00395,EMP006,2026-06-19,PRJ002,3.9,Meetings,1-on-1 career development meeting
WL00396,EMP006,2026-06-19,PRJ004,3.8,Meetings,Monthly company sync
WL00397,EMP007,2026-06-19,PRJ002,6.1,Design,Iterating on Figma design system components
WL00398,EMP007,2026-06-19,PRJ_INTERNAL,2.6,Design,Reviewing accessibility contrast and typography
WL00399,EMP008,2026-06-19,PRJ003,5.1,Admin,System configuration updates
WL00400,EMP008,2026-06-19,PRJ_INTERNAL,4.1,Meetings,1-on-1 career development meeting
WL00401,EMP009,2026-06-19,PRJ004,7.6,Support,Helping team member with database migrations
WL00402,EMP009,2026-06-19,PRJ_INTERNAL,1.7,Support,Writing developer integration guide
WL00403,EMP010,2026-06-19,PRJ002,6.1,Design,Iterating on Figma design system components
WL00404,EMP010,2026-06-19,PRJ_INTERNAL,2.3,Design,Iterating on Figma design system components
WL00405,EMP011,2026-06-19,PRJ002,7.1,Design,Creating high-fidelity mobile app mockups
WL00406,EMP011,2026-06-19,PRJ_INTERNAL,2.4,Design,Conducting user research interviews
WL00407,EMP012,2026-06-19,PRJ005,6.3,Development,Refactoring API response serialization
WL00408,EMP012,2026-06-19,PRJ004,2.1,Development,Writing unit tests and bug fixes
WL00409,EMP013,2026-06-19,PRJ002,3.4,Admin,Timesheet submission and email cleanup
WL00410,EMP013,2026-06-19,PRJ004,4.6,Admin,System configuration updates
WL00411,EMP001,2026-06-22,PRJ004,5.6,Development,Implementing OAuth2 authorization endpoints
WL00412,EMP001,2026-06-22,PRJ005,2.9,Development,Writing unit tests and bug fixes
WL00413,EMP003,2026-06-22,PRJ002,6.0,Development,Integrating databases with Redis caching
WL00414,EMP003,2026-06-22,PRJ005,2.2,Development,Debugging SQL slow queries
WL00415,EMP004,2026-06-22,PRJ004,6.4,Support,Helping team member with database migrations
WL00416,EMP004,2026-06-22,PRJ_INTERNAL,1.3,Meetings,Client demo and feedback session
WL00417,EMP005,2026-06-22,PRJ005,6.2,Development,Implementing OAuth2 authorization endpoints
WL00418,EMP005,2026-06-22,PRJ003,2.4,Development,Optimizing Docker container builds
WL00419,EMP006,2026-06-22,PRJ002,6.3,Research,Researching Vector DB options for RAG pipeline
WL00420,EMP006,2026-06-22,PRJ004,3.2,Meetings,Daily team standup and sprint alignment
WL00421,EMP007,2026-06-22,PRJ002,6.8,Meetings,Sprint planning and story pointing
WL00422,EMP007,2026-06-22,PRJ_INTERNAL,2.6,Design,Creating high-fidelity mobile app mockups
WL00423,EMP008,2026-06-22,PRJ003,5.8,Support,Writing developer integration guide
WL00424,EMP008,2026-06-22,PRJ_INTERNAL,3.1,Admin,Timesheet submission and email cleanup
WL00425,EMP009,2026-06-22,PRJ004,7.0,Meetings,Monthly company sync
WL00426,EMP009,2026-06-22,PRJ_INTERNAL,1.3,Support,Writing developer integration guide
WL00427,EMP010,2026-06-22,PRJ002,5.5,Design,Designing user profile wireframes
WL00428,EMP010,2026-06-22,PRJ_INTERNAL,2.0,Research,Benchmarking LLM model inference speeds
WL00429,EMP011,2026-06-22,PRJ002,5.2,Design,Reviewing accessibility contrast and typography
WL00430,EMP011,2026-06-22,PRJ_INTERNAL,2.4,Design,Designing user profile wireframes
WL00431,EMP012,2026-06-22,PRJ005,6.4,Research,Evaluating frontend state management libraries
WL00432,EMP012,2026-06-22,PRJ004,2.3,Research,Evaluating frontend state management libraries
WL00433,EMP013,2026-06-22,PRJ002,3.5,Meetings,Sprint planning and story pointing
WL00434,EMP013,2026-06-22,PRJ004,4.0,Meetings,Sprint planning and story pointing
WL00435,EMP001,2026-06-23,PRJ004,6.4,Meetings,Daily team standup and sprint alignment
WL00436,EMP001,2026-06-23,PRJ005,2.8,Meetings,1-on-1 career development meeting
WL00437,EMP002,2026-06-23,PRJ004,4.9,Development,Refactoring API response serialization
WL00438,EMP002,2026-06-23,PRJ002,3.7,Development,Optimizing Docker container builds
WL00439,EMP003,2026-06-23,PRJ002,6.3,Meetings,Monthly company sync
WL00440,EMP003,2026-06-23,PRJ005,2.6,Meetings,Sprint planning and story pointing
WL00441,EMP005,2026-06-23,PRJ005,7.5,Development,Implementing OAuth2 authorization endpoints
WL00442,EMP005,2026-06-23,PRJ003,1.9,Meetings,Client demo and feedback session
WL00443,EMP006,2026-06-23,PRJ002,3.8,Meetings,Daily team standup and sprint alignment
WL00444,EMP006,2026-06-23,PRJ004,5.3,Research,Reviewing security compliance specifications
WL00445,EMP007,2026-06-23,PRJ002,6.6,Design,Designing user profile wireframes
WL00446,EMP007,2026-06-23,PRJ_INTERNAL,2.4,Design,Designing user profile wireframes
WL00447,EMP008,2026-06-23,PRJ003,4.4,Admin,System configuration updates
WL00448,EMP008,2026-06-23,PRJ_INTERNAL,4.1,Support,Helping team member with database migrations
WL00449,EMP009,2026-06-23,PRJ004,6.2,Meetings,1-on-1 career development meeting
WL00450,EMP009,2026-06-23,PRJ_INTERNAL,1.8,Support,Resolving customer escalated ticket on login issue
WL00451,EMP010,2026-06-23,PRJ002,6.3,Design,Iterating on Figma design system components
WL00452,EMP010,2026-06-23,PRJ_INTERNAL,2.1,Design,Reviewing accessibility contrast and typography
WL00453,EMP012,2026-06-23,PRJ005,5.9,Meetings,Monthly company sync
WL00454,EMP012,2026-06-23,PRJ004,2.6,Development,Debugging SQL slow queries
WL00455,EMP013,2026-06-23,PRJ002,3.9,Research,Researching Vector DB options for RAG pipeline
WL00456,EMP013,2026-06-23,PRJ004,4.7,Admin,Timesheet submission and email cleanup
WL00457,EMP001,2026-06-24,PRJ004,6.3,Support,Writing developer integration guide
WL00458,EMP001,2026-06-24,PRJ005,3.0,Research,Evaluating frontend state management libraries
WL00459,EMP005,2026-06-24,PRJ005,6.4,Support,Helping team member with database migrations
WL00460,EMP005,2026-06-24,PRJ003,2.3,Development,Debugging SQL slow queries
WL00461,EMP006,2026-06-24,PRJ002,4.3,Meetings,Sprint planning and story pointing
WL00462,EMP006,2026-06-24,PRJ004,4.9,Admin,System configuration updates
WL00463,EMP007,2026-06-24,PRJ002,5.6,Meetings,Monthly company sync
WL00464,EMP007,2026-06-24,PRJ_INTERNAL,2.3,Design,Iterating on Figma design system components
WL00465,EMP008,2026-06-24,PRJ003,5.5,Admin,Reviewing compliance documents
WL00466,EMP008,2026-06-24,PRJ_INTERNAL,3.7,Admin,Reviewing compliance documents
WL00467,EMP009,2026-06-24,PRJ004,7.2,Support,Writing developer integration guide
WL00468,EMP009,2026-06-24,PRJ_INTERNAL,2.2,Support,Helping team member with database migrations
WL00469,EMP011,2026-06-24,PRJ002,7.0,Design,Designing user profile wireframes
WL00470,EMP011,2026-06-24,PRJ_INTERNAL,1.8,Design,Creating high-fidelity mobile app mockups
WL00471,EMP012,2026-06-24,PRJ005,6.8,Meetings,Monthly company sync
WL00472,EMP012,2026-06-24,PRJ004,2.5,Meetings,Monthly company sync
WL00473,EMP013,2026-06-24,PRJ002,3.1,Meetings,1-on-1 career development meeting
WL00474,EMP013,2026-06-24,PRJ004,4.7,Meetings,1-on-1 career development meeting
WL00475,EMP002,2026-06-25,PRJ004,5.5,Meetings,1-on-1 career development meeting
WL00476,EMP002,2026-06-25,PRJ002,3.5,Research,Researching Vector DB options for RAG pipeline
WL00477,EMP003,2026-06-25,PRJ002,6.3,Development,Optimizing Docker container builds
WL00478,EMP003,2026-06-25,PRJ005,3.0,Support,Resolving customer escalated ticket on login issue
WL00479,EMP004,2026-06-25,PRJ004,7.7,Support,Resolving customer escalated ticket on login issue
WL00480,EMP004,2026-06-25,PRJ_INTERNAL,1.5,Meetings,Client demo and feedback session
WL00481,EMP005,2026-06-25,PRJ005,5.0,Development,Integrating databases with Redis caching
WL00482,EMP005,2026-06-25,PRJ003,2.6,Development,Writing unit tests and bug fixes
WL00483,EMP006,2026-06-25,PRJ002,3.7,Meetings,Daily team standup and sprint alignment
WL00484,EMP006,2026-06-25,PRJ004,3.8,Research,Researching Vector DB options for RAG pipeline
WL00485,EMP007,2026-06-25,PRJ002,6.8,Research,Researching Vector DB options for RAG pipeline
WL00486,EMP007,2026-06-25,PRJ_INTERNAL,2.7,Research,Reviewing security compliance specifications
WL00487,EMP008,2026-06-25,PRJ003,5.0,Meetings,Client demo and feedback session
WL00488,EMP008,2026-06-25,PRJ_INTERNAL,2.8,Admin,Documenting team onboarding guidelines
WL00489,EMP009,2026-06-25,PRJ004,5.6,Admin,Timesheet submission and email cleanup
WL00490,EMP009,2026-06-25,PRJ_INTERNAL,2.1,Meetings,Monthly company sync
WL00491,EMP010,2026-06-25,PRJ002,5.3,Research,Researching Vector DB options for RAG pipeline
WL00492,EMP010,2026-06-25,PRJ_INTERNAL,2.5,Meetings,Monthly company sync
WL00493,EMP011,2026-06-25,PRJ002,5.6,Design,Creating high-fidelity mobile app mockups
WL00494,EMP011,2026-06-25,PRJ_INTERNAL,2.7,Design,Conducting user research interviews
WL00495,EMP012,2026-06-25,PRJ005,5.0,Meetings,1-on-1 career development meeting
WL00496,EMP012,2026-06-25,PRJ004,2.6,Research,Researching Vector DB options for RAG pipeline
WL00497,EMP013,2026-06-25,PRJ002,4.5,Research,Researching Vector DB options for RAG pipeline
WL00498,EMP013,2026-06-25,PRJ004,3.1,Meetings,Daily team standup and sprint alignment
